"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test that in general, there is no change when password validation fails.","9391","test_no_password_change_on_invalid_password","tests.integration","Thu Jan 23 01:57:40 UTC 2025","passed","Thu Jan 23 01:57:49 UTC 2025","","test_password_rotation","",""
"Test switching over to the second cluster.","1060326","test_switchover","tests.integration.ha_tests","Thu Jan 23 02:10:27 UTC 2025","passed","Thu Jan 23 02:28:07 UTC 2025","","test_async_replication","",""
"Test that two different application connect to the database with different credentials.","145259","test_two_applications_doesnt_share_the_same_relation_data","tests.integration.new_relations","Thu Jan 23 02:04:00 UTC 2025","passed","Thu Jan 23 02:06:25 UTC 2025","","test_new_relations","",""
"","1033","test_settings_are_correct[0]","tests.integration","Thu Jan 23 01:52:22 UTC 2025","passed","Thu Jan 23 01:52:23 UTC 2025","","test_charm","",""
"","4","test_database_is_up[0]","tests.integration","Thu Jan 23 01:52:22 UTC 2025","passed","Thu Jan 23 01:52:22 UTC 2025","","test_charm","",""
"","37","test_exporter_is_up[0]","tests.integration","Thu Jan 23 01:52:22 UTC 2025","passed","Thu Jan 23 01:52:22 UTC 2025","","test_charm","",""
"Build the charm and deploy it.","620463","test_deploy_active","tests.integration","Thu Jan 23 01:42:28 UTC 2025","passed","Thu Jan 23 01:52:48 UTC 2025","","test_password_rotation","",""
"Test that a relation with no database name doesn't block the charm.","52946","test_relation_with_no_database_name","tests.integration.new_relations","Thu Jan 23 02:20:45 UTC 2025","passed","Thu Jan 23 02:21:38 UTC 2025","","test_new_relations","",""
"Test that is possible to restore a backup to another PostgreSQL cluster.","391213","test_restore_on_new_cluster","tests.integration","Thu Jan 23 02:02:24 UTC 2025","passed","Thu Jan 23 02:08:56 UTC 2025","","test_backups","",""
"","203629","test_fail_and_rollback","tests.integration.ha_tests","Thu Jan 23 01:57:11 UTC 2025","passed","Thu Jan 23 02:00:34 UTC 2025","","test_upgrade","",""
